price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city
743700,4,2.5,2610,2,0,0,3,2610,0,1988,2000,Redmond
352750,2,1.75,1060,2,0,0,3,960,100,2008,0,Seattle
403950,2,1,710,2,0,0,4,710,0,1943,0,Seattle
980000,4,2.5,2730,1.5,0,0,5,2230,500,1909,1988,Seattle
585000,4,1.75,2470,2,0,2,3,2470,0,1937,1999,Vashon
554000,3,1.75,1760,1,0,0,3,1760,0,1977,2004,Bellevue
546000,3,2.5,1530,2,0,0,3,1530,0,1998,2006,Bellevue
280000,2,1.75,1610,1.5,0,0,2,1610,0,1948,0,Snoqualmie
212500,2,2,1030,1,0,0,4,1030,0,1938,0,Seattle
739000,4,2.5,2800,2,0,0,3,2800,0,1999,0,Carnation
428000,3,2,1310,1,0,0,3,780,530,1986,0,Seattle
965000,4,2.25,3160,1,0,0,4,3160,0,1981,0,Woodinville
364900,3,3,2500,2,0,0,3,2500,0,1997,0,Kent
559000,3,1.5,2070,1,0,0,4,1140,930,1948,0,Seattle
213000,4,1.75,1980,1,0,0,2,1480,500,1978,0,Federal Way
620000,3,2.5,2590,2,0,0,3,2590,0,2004,2003,Seattle
240000,4,1,1910,1.5,0,0,3,1910,0,1934,1978,Seattle
852500,3,2.5,2630,1,0,0,4,1580,1050,1967,0,Bellevue
600000,3,2.5,2630,2,0,0,3,2630,0,2004,2003,Duvall
410000,3,2.5,1960,2,0,0,3,1960,0,2006,0,Snoqualmie
328000,3,1.75,1440,2,0,0,3,1440,0,1977,2004,Duvall
625000,3,1.75,2210,1,0,0,3,1390,820,1958,2004,Bellevue
649950,4,2.5,2350,2,0,0,4,2350,0,1994,0,Woodinville
235000,3,1,1590,1.5,0,0,3,1590,0,1944,0,Burien
489000,3,3.5,1500,2,0,0,3,1240,260,2004,2003,Seattle
536000,3,2.5,1900,2,0,0,3,1900,0,2005,0,Sammamish
400000,4,3.5,2370,2.5,0,0,3,2370,0,2013,1923,Renton
398000,3,2.5,1720,2,0,0,3,1240,480,2004,2003,Seattle
379000,4,1.5,2020,1,0,0,4,2020,0,1960,2001,Renton
345000,2,1.5,1340,2,0,0,3,1120,220,2008,0,Seattle
365000,3,2.5,1800,2,0,0,3,1800,0,2011,0,Seattle
315000,3,2.5,1480,2,0,0,3,1150,330,2010,0,Seattle
571000,4,2,2750,1.5,0,0,5,2250,500,1916,0,Seattle
1025000,5,4,3760,2,0,0,3,3760,0,1983,2009,Kirkland
695000,3,2.75,2540,2,0,0,3,2540,0,2005,0,Sammamish
225000,3,1.75,1760,1,0,0,3,920,840,1979,2014,Covington
740000,3,2.5,3000,2,0,0,3,3000,0,1995,0,Redmond
315000,4,2.5,1930,2,0,0,4,1930,0,1992,0,Kent
1230000,4,2.5,3040,2,0,0,3,3040,0,2001,0,Mercer Island
420000,2,1,860,1,0,0,4,860,0,1916,0,Seattle
310000,3,1.75,1420,1,0,0,4,1100,320,1984,0,Renton
700000,3,2,2080,1,0,0,5,1160,920,1954,0,Seattle
269000,3,2.5,1560,2,0,0,3,1560,0,2003,0,Maple Valley
369990,4,2.5,1960,2,0,0,3,1960,0,2002,0,Renton
800000,3,2.25,1620,2,0,0,4,1620,0,1926,1993,Seattle
569000,5,3,3670,1,0,0,5,2060,1610,1952,1998,Lake Forest Park
175000,6,1.5,1930,1,0,0,3,1030,900,1971,0,Burien
440000,3,1.5,1290,3,0,0,3,1290,0,2000,0,Seattle
435000,5,2.25,1970,1,0,0,3,1450,520,1986,0,Fall City
345000,3,1.75,1540,1,0,0,4,920,620,1955,2009,Shoreline
558000,4,2,2180,1,0,0,3,1020,1160,1900,2005,Seattle
475000,2,1.75,1490,1,0,2,3,1490,0,1983,2009,Auburn
490000,3,2,2220,2,0,0,3,1640,580,1980,0,Issaquah
335000,3,1.75,2430,1,0,0,4,1410,1020,1978,2000,Renton
350000,2,0.75,1392,1.5,0,0,4,1392,0,1978,2000,Vashon
100000,4,1,1120,1,0,0,3,860,260,1939,1969,Renton
417500,4,1,1390,1.5,0,0,4,1390,0,1941,1998,Seattle
253000,3,1.75,2040,1,0,0,3,1020,1020,1962,2003,Tukwila
1240000,5,3,2830,2,0,0,3,2460,370,1923,1998,Seattle
490000,4,2.5,3020,2,0,0,4,3020,0,1994,0,Covington
470000,3,1.75,2290,1,0,0,3,1620,670,1965,1993,Lake Forest Park
483300,4,2,1210,1,0,0,4,1210,0,1955,2009,Bellevue
659000,3,2.5,2510,2,0,0,3,2510,0,1996,0,Sammamish
480000,4,1.75,2320,1,0,0,3,1140,1180,1910,2006,Seattle
165000,3,1,970,1,0,0,3,970,0,1965,1993,Burien
659500,3,1.75,1820,1,0,0,4,1620,200,1957,2001,Seattle
219900,3,1,970,1,0,0,4,970,0,1967,0,Federal Way
315000,2,1,1740,1,0,0,4,950,790,1924,0,Seattle
250000,3,1.75,1590,1,0,0,3,1130,460,1984,0,Kent
268000,2,1,1380,1,0,0,3,870,510,1943,2002,Seattle
380000,4,1.5,1680,1,0,0,3,1130,550,1959,1989,Shoreline
499000,2,1,1220,1,0,0,3,920,300,1926,2003,Seattle
285000,2,2,1651,1,0,0,3,1651,0,1946,0,Vashon
183000,3,1.75,1330,1,0,0,4,1330,0,1973,0,Auburn
1070000,3,3,2940,2,0,0,4,2230,710,1988,0,Seattle
429000,3,3.25,1410,3,0,0,3,1410,0,2005,0,Seattle
403000,2,1,1100,1,0,0,4,1100,0,1926,1993,Seattle
375500,3,1.5,1530,1,0,0,3,1530,0,1975,0,Lake Forest Park
1795000,5,3.25,5270,2,0,1,3,4010,1260,1977,2003,Mercer Island
516200,3,2,2110,1,0,0,5,1080,1030,1919,1934,Seattle
385000,4,1.75,1720,1,0,0,3,860,860,1971,0,Kirkland
515000,3,2.5,1800,2,0,0,3,1800,0,1996,0,Kirkland
375000,4,2.5,2210,2,0,0,3,2210,0,1999,0,Burien
650000,4,2.25,2560,2,0,0,4,2560,0,1973,0,Kirkland
306888,2,1.5,1010,2,0,0,3,1010,0,1981,2013,Renton
870000,4,2.5,3340,2,0,1,3,2470,870,1998,2006,Seattle
310000,4,1,1740,1.5,0,0,3,1740,0,1965,1993,Shoreline
251750,3,2,1320,1,0,0,5,1320,0,1975,0,Kent
366000,3,1.75,1520,1,0,0,3,1520,0,1976,0,Bothell
429950,3,1.5,2010,1,0,0,3,1570,440,1951,1994,Seattle
710000,3,3.5,2440,2,0,0,3,1990,450,2000,0,Bellevue
895000,5,2.5,2550,1,0,0,4,1610,940,1953,1983,Bellevue
149500,3,1,1010,1,0,0,4,1010,0,1959,0,Des Moines
310000,3,2.5,1780,1,0,0,3,1230,550,1990,2009,Seattle
555000,3,2,2180,1.5,0,2,4,1680,500,1930,0,Seattle
750000,5,3.25,2750,2,0,1,3,2150,600,1937,1997,Kirkland
745000,4,3.25,3490,2,0,0,3,3490,0,2006,0,Sammamish
695000,3,2.5,2550,2,0,0,3,2550,0,2001,0,Redmond
433000,3,1.75,1870,1,0,0,3,1270,600,1959,1989,Seattle
307000,4,1,1150,1.5,0,0,3,1150,0,1947,2012,Shoreline
655275,3,1.75,2050,1,0,0,3,1460,590,1962,2003,Bellevue
392000,4,2.75,1940,2,0,0,3,1940,0,1990,2009,Maple Valley
1180000,5,3.75,3630,1.5,0,0,3,2470,1160,2004,2003,Kirkland
359950,3,1.75,1890,2,0,0,4,1890,0,1952,0,Shoreline
360000,4,2,1630,1,0,0,5,1630,0,1968,0,Woodinville
566000,4,1.75,2440,1,0,0,3,1340,1100,1954,2005,Seattle
700000,5,2.75,3100,2,0,2,4,3100,0,1950,1982,Seattle
415000,3,2.5,2090,2,0,0,3,2090,0,2000,0,Renton
199500,3,1,920,1,0,0,4,920,0,1962,0,Auburn
749000,3,1,1580,1.5,0,0,3,1580,0,1926,2003,Seattle
680000,3,1.75,1760,1,0,0,4,1460,300,1960,2001,Seattle
400000,4,2.5,2530,1,0,0,3,1440,1090,1978,0,Bothell
608000,4,2.75,2490,1,0,0,4,1400,1090,1983,0,Bothell
589900,4,4.5,3870,2,0,0,3,2530,1340,2001,0,Issaquah
480000,5,2.5,2732,1,0,2,4,1870,862,1975,0,Federal Way
1059500,5,3.25,3230,2,0,0,3,2480,750,2014,0,Seattle
915000,6,3.75,2930,2,0,3,3,2930,0,2013,1923,Bellevue
695000,4,3.5,3510,2,0,0,3,3510,0,2001,0,Snoqualmie
899900,4,2.5,2580,2,0,0,3,2580,0,2013,1923,Kirkland
499950,2,2.25,1060,2,0,0,3,940,120,2005,0,Seattle
533112,4,2.75,2790,2,0,0,3,2790,0,2013,1923,North Bend
303210,4,2.5,2009,2,0,0,3,2009,0,2014,0,Auburn
525000,5,2.75,2880,2,0,0,3,2880,0,2006,0,Renton
399950,2,1,710,2,0,0,4,710,0,1943,0,Seattle
850830,3,2.5,2070,1.5,0,0,5,1270,800,1910,0,Seattle
371500,3,2,1370,1,0,0,5,1370,0,1964,0,Shoreline
522000,3,1.75,1730,1,0,0,4,1400,330,1980,0,Redmond
588000,4,2,1680,1,0,0,3,980,700,1950,2005,Seattle
276900,2,1,1350,1,0,2,4,1350,0,1952,0,North Bend
248000,5,1.5,1510,1,0,0,4,1510,0,1959,0,SeaTac
280000,3,2.5,1860,2,0,0,3,1860,0,1989,0,Federal Way
495000,6,5,3440,2,0,0,3,3280,160,2007,0,Renton
665000,6,3,4250,2.5,0,0,4,3020,1230,1902,0,Seattle
290300,2,1,860,1,0,0,4,860,0,1931,0,Renton
527000,2,1.75,1640,1,0,0,3,840,800,1921,2000,Seattle
487028,2,1.5,1295,2,0,0,3,1105,190,2007,0,Seattle
325000,3,1.75,1790,1,0,0,3,1130,660,1978,0,Snoqualmie
799000,3,1.5,2210,1.5,0,0,5,2210,0,1916,0,Seattle
7062500,5,4.5,10040,2,1,2,3,7680,2360,1940,2001,Bellevue
354000,3,1,940,1,0,0,3,940,0,1965,1993,Redmond
262500,3,1.5,1160,1,0,0,3,1160,0,1962,2003,Seattle
560200,3,2.5,1990,2,0,0,3,1990,0,2004,2003,Sammamish
220000,3,1,1050,1,0,0,3,1050,0,1942,1999,Seattle
650000,2,1,1030,1,0,0,5,1030,0,1928,1970,Seattle
435000,3,2.5,1420,3,0,0,3,1420,0,2004,2003,Seattle
800000,4,3.75,2690,2,0,3,4,2120,570,1909,1989,Seattle
1010000,4,2.5,3760,2,0,0,3,3760,0,1987,2000,Redmond
200000,2,1,700,1,0,0,5,700,0,1953,0,Renton
295000,5,3.5,2100,2,0,0,3,1410,690,1999,0,Seattle
580379,4,2.75,2240,1.5,0,0,4,2240,0,1976,1992,Sammamish
875000,4,2.5,3470,2,0,0,3,3470,0,1995,0,Woodinville
515000,3,2.5,3370,2,0,0,3,3200,170,1951,1994,Shoreline
599000,4,2.5,2790,2,0,0,3,2790,0,1989,0,Woodinville
285000,3,2.5,1870,2,0,0,3,1870,0,2005,0,Kent
290000,3,1.75,1520,1,0,0,4,1520,0,1968,0,Maple Valley
355000,1,1.75,750,1,0,0,4,550,200,1946,1989,Renton
381000,3,1.5,1460,1,0,0,3,1460,0,1954,2005,Lake Forest Park
571000,3,2.5,2600,2,0,0,3,2600,0,1988,2000,Bothell
852600,4,2.5,3320,2,0,0,5,2650,670,1977,0,Bellevue
1085000,5,2.5,2340,2,0,0,4,2340,0,1922,0,Seattle
371000,3,1,890,1,0,0,3,890,0,1951,1994,Seattle
514000,3,1.75,1720,1,0,1,3,1220,500,1986,0,Seattle
386000,3,1.5,1270,2,0,0,3,1080,190,2004,2003,Seattle
464000,4,2.5,2180,2,0,0,4,2180,0,1989,0,Renton
335000,4,2.25,2030,1,0,0,3,1230,800,1963,2008,Renton
740000,4,2.75,2490,2,0,2,3,1490,1000,1979,2014,Seattle
465000,4,1.75,1470,1,0,0,3,980,490,1955,2005,Seattle
700000,3,2.75,2500,1,0,0,5,1390,1110,1948,1985,Seattle
785000,3,3.5,4500,2,0,0,3,4500,0,2004,2003,Auburn
350000,3,3.25,1460,2,0,0,3,1130,330,2006,0,Seattle
148000,1,1,620,1,0,0,3,620,0,1939,1969,Seattle
530000,3,1.75,1550,1,0,0,3,1050,500,1927,2011,Seattle
349000,3,2.5,1430,3,0,0,3,1430,0,2002,0,Seattle
240000,3,1.5,1360,1.5,0,0,5,1360,0,1984,0,North Bend
330000,3,2.5,2210,2,0,0,3,2210,0,1989,0,Federal Way
735000,4,1.75,2460,1.5,0,0,5,1450,1010,1909,1988,Seattle
545000,3,2.5,2180,1,0,0,4,1850,330,1979,0,Sammamish
214950,3,1.75,1570,1,0,0,4,1310,260,1977,0,Covington
657500,4,2.75,4140,2,0,0,3,4140,0,2002,0,Auburn
476000,3,1,1140,1.5,0,0,4,1140,0,1908,0,Seattle
2888000,5,6.25,8670,2,0,4,3,6120,2550,1965,2003,Seattle
110000,2,1,800,1,0,0,3,800,0,1927,2011,Seattle
292000,4,2.75,2414,2,0,0,3,2414,0,2006,0,Auburn
317000,3,1,1160,1,0,0,3,1160,0,1952,2008,Seattle
455000,4,2.5,3170,2,0,2,3,3170,0,2001,0,Auburn
1365000,5,3.5,4210,2,0,3,3,4210,0,1995,0,Bellevue
460000,3,2,2060,1,0,0,3,1030,1030,1929,0,Seattle
405000,3,2,1640,1,0,0,3,1640,0,1948,1994,Seattle
333000,2,1,720,1,0,0,3,720,0,1942,1999,Seattle
427000,4,1,1860,1.5,0,0,1,1860,0,1901,0,Seattle
742000,4,2.5,2810,2,0,0,3,2810,0,1997,0,Sammamish
465000,4,2.5,2090,1,0,0,5,1320,770,1965,0,Shoreline
809950,4,2.5,3280,2,0,0,3,3280,0,2001,0,Sammamish
619400,4,2,2090,1.5,0,0,5,1790,300,1927,0,Seattle
762400,3,1.75,2430,1,0,1,3,1230,1200,1949,1970,Mercer Island
535000,5,2.25,2520,2,0,0,4,2520,0,1978,2000,Issaquah
881000,5,3,2510,1.5,0,3,5,1590,920,1925,0,Seattle
813000,4,2.75,3370,1,0,3,4,1920,1450,1948,0,Seattle
234000,3,2,1640,1.5,0,0,5,1640,0,1910,0,Auburn
308900,3,2.5,2250,2,0,0,3,2250,0,1994,0,Auburn
450000,4,2.5,2300,1,0,0,4,2300,0,1955,2009,North Bend
547500,3,3.5,1650,3,0,0,3,1650,0,2010,0,Seattle
399950,2,1,710,2,0,0,4,710,0,1943,0,Seattle
516000,4,3.5,2550,2,0,0,3,2550,0,2007,0,Snoqualmie
250000,2,1.5,982,2,0,0,3,806,176,2006,0,Seattle
475000,3,2.25,1630,2,0,0,3,1630,0,2005,0,Issaquah
415000,4,2.5,2550,2,0,0,3,2550,0,2009,0,Renton
545000,2,1.25,1240,2,0,0,3,1240,0,2014,0,Seattle
329950,3,2.5,2456,2,0,0,3,2456,0,2012,1912,Federal Way
1325000,5,2.25,3200,1,0,0,3,1600,1600,1965,1993,Clyde Hill
784000,3,3.5,3950,1.5,0,0,3,2460,1490,1989,0,Redmond
610750,4,2.25,2180,2,0,0,3,2180,0,1984,0,Sammamish
578000,4,2.5,3140,1,0,2,5,1770,1370,1966,0,Renton
1485000,4,3.75,4030,2,0,0,3,4030,0,2006,0,Kirkland
501000,3,1.75,1970,1,0,3,5,1370,600,1976,0,Renton
465250,5,2,1940,1.5,0,0,3,1940,0,1957,2000,Shoreline
2250000,5,4.25,4860,1.5,0,1,5,3100,1760,1905,0,Seattle
1095000,0,0,3064,3.5,0,2,3,3064,0,1990,2009,Seattle
315000,2,1,970,1,0,0,4,970,0,1908,0,Seattle
900000,4,2.25,2460,1,0,0,4,2460,0,1957,2001,Bellevue
789500,4,2.5,3010,2,0,0,3,3010,0,2005,0,Redmond
678500,3,2,2460,1,0,2,4,1370,1090,1952,0,Seattle
342500,3,2,2080,1,0,0,3,2080,0,2002,0,Enumclaw
860000,4,3.25,3960,2,0,0,3,3960,0,2005,0,Sammamish
306000,4,2.5,2490,2,0,0,3,2490,0,2001,0,Auburn
580000,5,2,2060,2,0,0,3,2060,0,1903,2005,Seattle
405000,3,1,1330,1,0,0,3,900,430,1984,0,Sammamish
510000,3,1.75,1600,1,0,0,4,1600,0,1967,0,Kirkland
173000,2,1,820,1,0,0,4,820,0,1965,0,Renton
210000,4,1.75,1200,1,0,0,3,1200,0,1968,1997,Auburn
445000,3,1,1050,1,0,0,4,910,140,1947,1988,Seattle
585000,3,2.5,1910,2.5,0,0,3,1530,380,2007,0,Seattle
381000,3,1.75,1800,1,0,0,5,900,900,1950,0,Shoreline
890000,3,2.25,2060,1,0,0,4,2060,0,1966,0,Kirkland
235000,3,1.75,1840,1,0,0,4,1500,340,1985,0,Kent
480000,3,2.5,1250,3,0,2,3,1250,0,2005,0,Seattle
575000,2,1,1510,1.5,0,0,3,1310,200,1935,1974,Seattle
350000,4,2.25,2300,1.5,0,0,4,1340,960,1904,0,Seattle
259000,4,1.5,1490,2,0,0,3,1490,0,1966,1963,Des Moines
599000,5,2.75,2820,1,0,0,3,1450,1370,1967,2011,Seattle
210000,4,1.5,1130,1,0,0,4,1130,0,1970,0,Federal Way
1184000,4,2.5,3200,1.5,0,1,5,1860,1340,1948,1985,Seattle
545000,3,1,1510,1.5,0,0,3,1510,0,1909,2004,Seattle
299995,3,2.5,1970,2,0,0,3,1970,0,1988,2000,Auburn
440000,3,1,1210,1.5,0,0,4,1210,0,1910,0,Seattle
699000,4,2.5,3280,2,0,0,3,3280,0,1996,0,Redmond
795000,3,2,2420,1,0,1,5,1500,920,1979,0,Kirkland
445000,5,1.75,2460,1.5,0,0,5,1340,1120,1911,1984,Seattle
397990,3,1,1180,1,0,0,4,1180,0,1948,0,Seattle
706000,3,2.75,1900,1,0,0,5,1410,490,1942,0,Seattle
363000,3,3.25,1651,2,0,0,3,1341,310,2008,0,Seattle
850000,4,2.25,2130,2,0,0,4,2130,0,1972,0,Mercer Island
620000,2,1,1430,1.5,0,0,3,1300,130,1929,0,Seattle
1228000,4,2.5,5730,2,0,4,3,4280,1450,1991,0,Sammamish
333000,4,2.5,1910,1,0,0,4,1910,0,1963,0,Renton
743000,3,1.75,2110,1,0,0,4,2110,0,1961,2001,Mercer Island
448000,2,1.5,1630,1,0,0,4,890,740,1940,2001,Seattle
485000,4,2.5,2470,2,0,0,3,2470,0,1989,0,Auburn
489950,4,2.25,2640,1,0,0,4,2640,0,1986,0,Auburn
498500,5,2.75,2990,2,0,0,3,2990,0,1996,0,Renton
531000,3,2.5,2120,2,0,0,3,2120,0,1988,2000,Bothell
670000,3,2.5,2050,1,0,3,3,1730,320,1956,2001,Seattle
310000,5,3,1880,1,0,0,3,1100,780,1997,0,Seattle
835000,3,3,2790,2,1,4,4,1600,1190,1977,0,Des Moines
1688000,4,2.5,3000,2,0,0,3,3000,0,1937,1994,Seattle
495000,4,2.5,2140,2,0,0,3,2140,0,2003,0,Seattle
495000,3,2,1769,1,0,0,4,1769,0,1955,2009,Normandy Park
440000,3,1,1710,1.5,0,0,4,1200,510,1926,1993,Seattle
280000,1,0.75,420,1,0,0,3,420,0,1922,2008,Seattle
1070000,4,2.5,3270,2,0,0,3,3270,0,1989,0,Bellevue
1034500,4,2.5,2370,2,0,0,3,2370,0,2003,0,Bellevue
248000,4,2.5,1770,2,0,0,3,1770,0,2003,0,Maple Valley
294000,4,2.5,2210,1,0,0,3,1490,720,1990,2009,Auburn
561000,3,2.25,1710,2,0,0,3,1710,0,2004,2003,Issaquah
656500,4,2,2710,1,0,0,4,1460,1250,1919,1985,Seattle
660000,3,3,2340,2,0,0,5,2160,180,1925,0,Seattle
370000,2,1,1220,1,0,0,4,1220,0,1947,1988,Kirkland
349950,3,1,1060,1,0,0,3,1060,0,1966,1963,Redmond
223000,2,1,910,1,0,0,3,910,0,1957,2000,Renton
560000,4,1.75,1880,1.5,0,0,4,1090,790,1944,0,Seattle
594000,4,1.75,1870,2,0,0,4,1200,670,1937,0,Seattle
600000,3,2.25,1480,2,0,0,4,1480,0,1914,1945,Seattle
315000,3,2.5,1880,2,0,0,3,1880,0,1993,0,Kent
430000,4,1.75,1890,1,0,0,4,1110,780,1947,1988,Seattle
440000,3,2.75,1560,1,0,0,5,1030,530,1972,0,Kirkland
312500,2,1.5,1070,2,0,0,3,1070,0,1999,0,Seattle
1240000,5,4,4410,2,0,0,3,4410,0,2006,0,Redmond
300000,3,3.25,1470,2,0,0,3,1180,290,2008,0,Seattle
680000,3,2.5,2570,2.5,0,0,3,2570,0,2007,0,Issaquah
336750,2,2.25,1170,2,0,0,3,1170,0,2009,0,Issaquah
822500,5,3.5,2320,2,0,0,5,1720,600,1926,0,Seattle
589000,4,3,2440,2,0,0,5,2440,0,1961,0,Kirkland
863000,4,2.5,4120,2,0,0,3,4120,0,1997,0,Sammamish
210000,2,1.75,1440,1,0,0,4,1440,0,1978,2000,Des Moines
206135,3,1,1340,1,0,0,4,1340,0,1978,2000,Kent
1125000,6,3.75,3010,2,0,0,3,2000,1010,2014,0,Seattle
285000,3,1.75,1840,1,0,0,3,920,920,1905,2014,Seattle
230000,2,1,930,1,0,0,3,930,0,1986,0,SeaTac
845000,4,2.75,4070,2,0,0,3,4070,0,2002,0,North Bend
350000,3,1.75,1820,1,0,0,3,1230,590,1976,0,Lake Forest Park
304000,3,1,1280,1.5,0,0,4,1280,0,1947,1988,Shoreline
370000,2,1,900,1,0,0,3,900,0,1951,1994,Seattle
810000,3,1.75,1980,1,0,2,4,1320,660,1952,0,Bellevue
440000,4,2.25,2010,1,0,0,3,1220,790,1974,0,Kirkland
1030000,4,2.5,2750,2,0,0,3,1960,790,1905,2005,Seattle
775000,4,2,3140,1,0,1,3,1940,1200,1939,1969,Seattle
1335000,5,2.25,4200,2.5,0,0,4,2910,1290,1906,1990,Seattle
235000,3,1.75,1900,1,0,0,3,950,950,1980,0,SeaTac
499950,3,1,1830,1.5,0,0,3,1430,400,1926,2003,Seattle
622500,5,2.75,3320,2,0,0,4,2190,1130,1975,0,Woodinville
300000,4,2.5,2700,1,0,0,4,1560,1140,1966,0,Kent
205000,3,1,1290,1,0,0,5,1290,0,1976,0,Federal Way
435000,3,1.75,1500,1,0,0,3,1500,0,1997,0,Kirkland
697000,4,2.75,3650,1.5,0,0,4,3650,0,1978,2000,Woodinville
153000,3,1,1270,1.5,0,0,3,1270,0,1944,0,Seattle
454000,4,2.25,2630,2,0,0,3,2630,0,1979,2014,Kent
345000,2,1.5,1800,1,0,0,5,1240,560,1987,0,Auburn
585000,3,1,1870,1.5,0,0,4,1580,290,1927,0,Seattle
380000,4,2.5,2540,2,0,0,3,1870,670,2000,0,Renton
250600,4,2.5,1930,1,0,0,3,1120,810,1981,2013,Auburn
890000,4,2.25,2770,2,0,0,3,2770,0,1974,0,Mercer Island
370000,4,2.5,2220,2,0,0,3,2220,0,2001,0,Renton
369500,3,1.5,1650,1,0,0,4,1100,550,1961,2001,Seattle
883000,4,2.5,3670,2,0,0,3,3670,0,1999,0,Sammamish
950000,4,2.5,3770,2,0,0,3,3770,0,1989,0,Redmond
615000,3,1.75,2350,1,0,0,4,1800,550,1978,2000,Sammamish
305000,3,1.5,1210,1,0,0,4,610,600,1983,0,Seattle
590000,4,2.5,2010,2,0,0,4,2010,0,1989,0,Issaquah
485000,3,2.5,1580,2,0,0,3,1580,0,1985,0,Issaquah
215000,2,1,710,1,0,0,3,710,0,1943,2002,Seattle
430000,3,2,1910,1.5,0,0,3,1910,0,1971,0,Sammamish
324900,4,2.5,1880,2,0,0,3,1880,0,2000,0,Maple Valley
849900,2,2,2280,2,0,0,3,2280,0,1990,2009,Vashon
975000,5,2.75,3100,1,0,2,4,1660,1440,1973,0,Mercer Island
910000,5,2.5,2350,2,0,0,3,2350,0,1993,0,Seattle
459950,3,1.75,1850,1,0,2,5,1100,750,1919,1934,Burien
325000,3,2.5,2070,2,0,0,3,2070,0,1997,0,Kent
513000,4,2.75,2020,1,0,0,5,1010,1010,1958,0,Seattle
475000,3,2.25,1580,1,0,0,3,1200,380,1981,2013,Sammamish
419000,4,2.5,2690,2,0,0,3,2690,0,1993,0,Renton
760000,4,2.5,2420,1,0,4,3,1700,720,1958,2004,Burien
1120000,5,1.5,2540,2,0,3,4,2340,200,1954,1979,Seattle
129000,2,1,1150,1,0,0,3,1150,0,1950,2005,Renton
725000,5,2.5,3210,1,0,0,4,1830,1380,1968,0,Bellevue
580000,3,2.5,2040,2,0,0,3,2040,0,1992,0,Redmond
385000,3,2.25,1920,1,0,0,4,1060,860,1921,0,Seattle
265000,4,1.75,1900,1,0,0,5,1900,0,1958,0,Auburn
1735000,3,2.5,4310,1.5,0,4,5,2510,1800,1982,0,Shoreline
330000,3,2.5,1070,2,0,0,3,720,350,2005,0,Seattle
665000,4,2.5,2790,2,0,0,4,2790,0,1989,0,Woodinville
799000,3,2.5,2860,2,0,0,3,2860,0,2000,0,Seattle
589000,3,2,2250,1,0,0,4,1250,1000,1925,1968,Seattle
1695000,2,2.25,3170,2,0,2,5,1990,1180,1900,0,Seattle
538000,3,1,1460,1,0,0,3,1260,200,1906,2014,Seattle
530100,3,1,1540,1.5,0,0,3,1200,340,1926,2003,Seattle
718500,3,2,2910,2,0,0,4,1920,990,1900,1988,Seattle
299000,3,1.75,1180,1,0,0,5,1180,0,1962,0,Renton
556000,3,1.75,1640,1,0,0,3,1090,550,1948,1994,Seattle
171000,4,2,1520,1,0,0,3,1020,500,1920,1979,Tukwila
540000,5,3,3610,2,0,0,3,3610,0,2003,0,Maple Valley
250000,3,2.25,1400,2,0,0,3,1400,0,2012,1912,Covington
795000,4,3.5,3200,2,0,0,3,2670,530,2007,0,Issaquah
575000,3,3,1384,2,0,0,3,1144,240,2006,0,Seattle
379500,3,2.25,1410,2,0,0,3,1290,120,2005,0,Issaquah
385000,4,2.5,2050,2,0,0,3,2050,0,2006,0,Renton
415500,4,2.5,1750,2,0,0,3,1750,0,2009,0,Kenmore
397500,3,2,1510,1,0,0,3,1070,440,1972,2002,Kirkland
530000,3,2.5,1930,2,0,0,3,1930,0,2005,0,Seattle
883000,4,2.5,2960,2,0,0,3,2960,0,1985,0,Woodinville
850000,5,2.75,2920,1,0,0,5,1660,1260,1968,0,Issaquah
496752,2,1,1980,1,0,0,4,1090,890,1923,0,Seattle
330000,3,1.75,1430,1,0,0,3,1430,0,1950,2005,Seattle
735000,4,2.75,2450,2,0,2,3,2450,0,2010,0,Issaquah
525000,4,2.75,2360,2,0,0,3,2360,0,2008,0,Kenmore
269950,3,2.5,1890,2,0,0,3,1730,160,2002,0,Tukwila
650000,3,1.75,2140,1,0,0,3,1290,850,1953,0,Bellevue
520500,3,2,1900,1,0,0,4,950,950,1940,2001,Seattle
652500,4,2.5,2700,2,0,0,3,2700,0,1990,2009,Issaquah
506000,5,3,2430,1,0,0,4,1370,1060,1957,2001,Bellevue
416000,3,1,1110,1,0,0,4,1110,0,1957,2001,Bellevue
500000,4,2.75,2280,1,0,0,5,2280,0,1960,0,Newcastle
460000,3,1.75,1550,1,0,0,4,860,690,1949,1985,Seattle
371025,3,2,1530,1,0,0,3,1530,0,1977,2004,Bothell
576000,4,2.5,2440,2,0,0,3,2440,0,2002,0,Kenmore
353500,4,2.25,1760,2,0,0,3,1760,0,1987,2000,Renton
1735000,4,2.25,3040,2,0,3,4,2080,960,1926,1993,Seattle
183000,3,1.75,1070,1,0,0,4,1070,0,1957,2001,Auburn
763101,3,1.75,1990,1,0,0,4,1100,890,1939,1989,Seattle
460000,2,1.5,1090,1,0,0,3,970,120,1951,1994,Seattle
825000,4,1.5,1890,1.5,0,0,3,1890,0,1919,2001,Seattle
265000,3,1,1000,1,0,0,3,1000,0,1969,2010,Renton
295000,3,1.75,1770,1,0,0,3,1030,740,1960,2012,Burien
418000,4,3,2360,1,0,2,3,1460,900,1960,2012,Seattle
